uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,season_gp,season_vl_gp,season_vl_h,season_vl_2b,season_vl_3b,season_vl_hr,season_vl_tb,season_vl_so,season_vl_pa,season_vl_bb,season_vl_hbp,season_vl_ab,season_vl_rbi,season_vl_pitches_per_pa,season_vl_avg,season_vl_obp,season_vl_slug,season_vl_ops,season_vl_babip,season_vr_gp,season_vr_h,season_vr_2b,season_vr_3b,season_vr_hr,season_vr_tb,season_vr_so,season_vr_pa,season_vr_bb,season_vr_hbp,season_vr_ab,season_vr_rbi,season_vr_pitches_per_pa,season_vr_avg,season_vr_obp,season_vr_slug,season_vr_ops,season_vr_babip,season_risp_gp,season_risp_h,season_risp_2b,season_risp_3b,season_risp_hr,season_risp_tb,season_risp_so,season_risp_pa,season_risp_bb,season_risp_hbp,season_risp_ab,season_risp_rbi,season_risp_pitches_per_pa,season_risp_avg,season_risp_obp,season_risp_slug,season_risp_ops,season_risp_babip,3wk_gp,3wk_vl_gp,3wk_vl_h,3wk_vl_2b,3wk_vl_3b,3wk_vl_hr,3wk_vl_tb,3wk_vl_so,3wk_vl_pa,3wk_vl_bb,3wk_vl_hbp,3wk_vl_ab,3wk_vl_rbi,3wk_vl_pitches_per_pa,3wk_vl_avg,3wk_vl_obp,3wk_vl_slug,3wk_vl_ops,3wk_vl_babip,3wk_vr_gp,3wk_vr_h,3wk_vr_2b,3wk_vr_3b,3wk_vr_hr,3wk_vr_tb,3wk_vr_so,3wk_vr_pa,3wk_vr_bb,3wk_vr_hbp,3wk_vr_ab,3wk_vr_rbi,3wk_vr_pitches_per_pa,3wk_vr_avg,3wk_vr_obp,3wk_vr_slug,3wk_vr_ops,3wk_vr_babip,3wk_risp_gp,3wk_risp_h,3wk_risp_2b,3wk_risp_3b,3wk_risp_hr,3wk_risp_tb,3wk_risp_so,3wk_risp_pa,3wk_risp_bb,3wk_risp_hbp,3wk_risp_ab,3wk_risp_rbi,3wk_risp_pitches_per_pa,3wk_risp_avg,3wk_risp_obp,3wk_risp_slug,3wk_risp_ops,3wk_risp_babip,1wk_gp,1wk_vl_gp,1wk_vl_h,1wk_vl_2b,1wk_vl_3b,1wk_vl_hr,1wk_vl_tb,1wk_vl_so,1wk_vl_pa,1wk_vl_bb,1wk_vl_hbp,1wk_vl_ab,1wk_vl_rbi,1wk_vl_pitches_per_pa,1wk_vl_avg,1wk_vl_obp,1wk_vl_slug,1wk_vl_ops,1wk_vl_babip,1wk_vr_gp,1wk_vr_h,1wk_vr_2b,1wk_vr_3b,1wk_vr_hr,1wk_vr_tb,1wk_vr_so,1wk_vr_pa,1wk_vr_bb,1wk_vr_hbp,1wk_vr_ab,1wk_vr_rbi,1wk_vr_pitches_per_pa,1wk_vr_avg,1wk_vr_obp,1wk_vr_slug,1wk_vr_ops,1wk_vr_babip,1wk_risp_gp,1wk_risp_h,1wk_risp_2b,1wk_risp_3b,1wk_risp_hr,1wk_risp_tb,1wk_risp_so,1wk_risp_pa,1wk_risp_bb,1wk_risp_hbp,1wk_risp_ab,1wk_risp_rbi,1wk_risp_pitches_per_pa,1wk_risp_avg,1wk_risp_obp,1wk_risp_slug,1wk_risp_ops,1wk_risp_babip,ovr_vl_GP,ovr_vl_AB,ovr_vl_H,ovr_vl_BB,ovr_vl_HBP,ovr_vl_SF,ovr_vl_TB,ovr_vl_RBI,ovr_vl_P,ovr_vl_AVG,ovr_vl_OBP,ovr_vl_SLG,ovr_vl_OPS,ovr_vl_BABIP,ovr_vr_GP,ovr_vr_AB,ovr_vr_H,ovr_vr_BB,ovr_vr_HBP,ovr_vr_SF,ovr_vr_TB,ovr_vr_RBI,ovr_vr_P,ovr_vr_AVG,ovr_vr_OBP,ovr_vr_SLG,ovr_vr_OPS,ovr_vr_BABIP,ovr_risp_GP,ovr_risp_AB,ovr_risp_H,ovr_risp_BB,ovr_risp_HBP,ovr_risp_SF,ovr_risp_TB,ovr_risp_RBI,ovr_risp_P,ovr_risp_AVG,ovr_risp_OBP,ovr_risp_SLG,ovr_risp_OPS,ovr_risp_BABIP,ovr_ovr_GP,ovr_ovr_AB,ovr_ovr_H,ovr_ovr_BB,ovr_ovr_HBP,ovr_ovr_SF,ovr_ovr_TB,ovr_ovr_RBI,ovr_ovr_P,ovr_ovr_AVG,ovr_ovr_OBP,ovr_ovr_SLG,ovr_ovr_OPS,ovr_ovr_BABIP
6e785fdfb123ff8b192f26cf595f74b1,https://cards.theshow.com/mlb25/6e785fdfb123ff8b192f26cf595f74b1-baked.webp,Nicky Lopez,Bronze,Cubs,CHC,72,2B,29,L,R,185 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,53,59,25,29,81,64,78,69,55,83,0,86,70,96,78,0,51,22,47,72,2025,670032,0,current,05/17/2025,72,Bronze,Bronze,0,17,17,0,0,0,0,0,0,2,0,0,2,0,2.5,0.0,0.0,0.0,0.0,0.0,17,1,0,0,0,1,4,25,4,0,21,1,2.8,0.0476,0.2,0.0476,0.2476,0.0588,17,1,0,0,0,1,1,7,1,0,6,0,2.2857,0.1667,0.2857,0.1667,0.4524,0.2,13,13,0,0,0,0,0,0,1,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0,0,1,3,20,4,0,16,1,3.0,0.0625,0.25,0.0625,0.3125,0.0769,13,1,0,0,0,1,1,7,1,0,6,0,2.2857,0.1667,0.2857,0.1667,0.4524,0.2,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,1,5,0,0,5,0,2.6,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,1,2,0,0,2,0,1.5,0.0,0.0,0.0,0.0,0.0,7975,12275,2925,725,225,75,3525,900,49900,0.2383,0.2914,0.2872,0.5786,0.276,15250,40325,10100,3700,300,50,13000,2900,170250,0.2505,0.3177,0.3224,0.6401,0.2956,9775,12375,3225,1175,125,125,4000,3500,0,0.2606,0.3279,0.3232,0.6511,0.2967,23225,52600,13025,4425,525,125,16525,3800,220150,0.2476,0.3117,0.3142,0.6259,0.2911
d441b945f98c325a034a8cdf5c5844c3,https://cards.theshow.com/mlb25/d441b945f98c325a034a8cdf5c5844c3-baked.webp,Noelvi Marte,Bronze,Reds,CIN,68,3B,23,R,R,216 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,68,63,38,54,58,44,66,36,34,77,0,33,72,51,36,0,79,54,64,68,2025,682622,0,current,05/17/2025,68,Bronze,Bronze,0,19,19,6,0,0,0,6,7,26,3,0,23,5,2.8846,0.2609,0.3462,0.2609,0.607,0.375,19,14,4,1,3,29,5,47,2,0,45,12,2.1702,0.3111,0.3404,0.6444,0.9849,0.2973,19,10,4,1,0,16,1,20,3,0,17,8,2.6,0.5882,0.65,0.9412,1.5912,0.625,9,9,3,0,0,0,3,5,13,1,0,12,2,2.8462,0.25,0.3077,0.25,0.5577,0.4286,9,5,1,1,1,11,3,23,1,0,22,5,1.9565,0.2273,0.2609,0.5,0.7609,0.2222,9,3,1,1,0,6,0,9,1,0,8,3,1.7778,0.375,0.4444,0.75,1.1944,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1075,1850,475,150,0,0,600,150,7900,0.2568,0.3125,0.3243,0.6368,0.36,2300,6725,1625,275,100,25,2425,675,25250,0.2416,0.2807,0.3606,0.6413,0.3155,1575,2025,475,125,25,25,625,600,0,0.2346,0.2841,0.3086,0.5927,0.3115,3375,8575,2100,425,100,25,3025,825,33150,0.2449,0.2877,0.3528,0.6405,0.3249
58c41cd70e5338ee98e64cff737f3789,https://cards.theshow.com/mlb25/58c41cd70e5338ee98e64cff737f3789-baked.webp,Nico Hoerner,Gold,Cubs,CHC,83,2B,27,R,R,200 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,99,74,34,37,96,50,88,38,34,96,0,90,55,80,81,0,72,81,81,83,2025,663538,0,current,05/17/2025,83,Gold,Gold,0,42,42,12,4,1,0,18,0,35,1,0,33,5,1.6857,0.3636,0.3714,0.5455,0.9169,0.3529,42,35,5,0,0,40,16,144,9,2,132,14,2.5486,0.2652,0.3194,0.303,0.6225,0.2991,42,28,9,1,0,39,4,45,2,0,41,13,1.9333,0.6829,0.6667,0.9512,1.6179,0.7179,19,19,6,3,0,0,9,0,17,0,0,17,0,1.6471,0.3529,0.3529,0.5294,0.8824,0.3529,19,14,3,0,0,17,8,63,4,1,58,5,2.619,0.2414,0.3016,0.2931,0.5947,0.28,19,14,6,0,0,20,0,18,1,0,17,4,1.3333,0.8235,0.8333,1.1765,2.0098,0.8235,7,7,1,0,0,0,1,0,5,0,0,5,0,2.2,0.2,0.2,0.2,0.4,0.2,7,7,2,0,0,9,3,24,2,1,21,4,2.6667,0.3333,0.4167,0.4286,0.8452,0.3889,7,5,2,0,0,7,0,6,0,0,6,3,0.6667,0.8333,0.8333,1.1667,2.0,0.8333,6975,12875,3850,825,125,50,5175,1450,52000,0.299,0.3459,0.4019,0.7478,0.3282,12875,37550,10150,3000,825,300,14025,3975,152050,0.2703,0.3353,0.3735,0.7088,0.2981,8675,11125,3325,1175,200,350,4600,4575,0,0.2989,0.3658,0.4135,0.7793,0.3158,19850,50425,14000,3825,950,350,19200,5425,204050,0.2776,0.338,0.3808,0.7188,0.3059
4f867c3d374e47d1438399cd8e38df10,https://cards.theshow.com/mlb25/4f867c3d374e47d1438399cd8e38df10-baked.webp,Nick Yorke,Bronze,Pirates,PIT,68,LF,22,R,R,210 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,58,51,53,45,42,48,47,35,35,65,0,61,70,62,60,0,82,53,50,68,2025,694377,0,current,05/17/2025,68,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,125,0,0,0,0,0,0,700,0.0,0.0,0.0,0.0,0.0,275,800,200,100,0,25,350,125,3650,0.25,0.3243,0.4375,0.7618,0.2857,125,175,25,25,0,25,25,50,0,0.1429,0.2222,0.1429,0.3651,0.1667,375,925,200,100,0,25,350,125,4350,0.2162,0.2857,0.3784,0.6641,0.25
97fdd4845ad73d52f7a94b86cf898fe7,https://cards.theshow.com/mlb25/97fdd4845ad73d52f7a94b86cf898fe7-baked.webp,Niko Kavadas,Common,Angels,LAA,60,1B,26,L,R,235 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,52,38,52,59,26,63,48,19,12,76,0,62,46,55,60,0,35,3,2,60,2025,694359,0,current,05/17/2025,60,Common,Common,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,175,200,50,50,0,0,125,25,1125,0.25,0.4,0.625,1.025,0.25,750,2125,375,225,50,0,650,175,10500,0.1765,0.2708,0.3059,0.5767,0.2727,400,450,50,50,25,0,150,100,0,0.1111,0.2381,0.3333,0.5714,0.1,925,2325,425,275,50,0,775,200,11625,0.1828,0.283,0.3333,0.6163,0.2708
c93618deffad09b5327534af45699cd3,https://cards.theshow.com/mlb25/c93618deffad09b5327534af45699cd3-baked.webp,Nolan Gorman,Bronze,Cardinals,STL,69,2B,24,L,R,225 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,48,47,68,87,27,68,35,35,30,75,0,48,51,80,53,0,37,45,50,69,2025,669357,0,current,05/17/2025,69,Bronze,Bronze,0,26,26,1,0,0,0,1,3,13,2,0,10,1,2.7692,0.1,0.2308,0.1,0.3308,0.125,26,12,5,0,1,20,22,78,11,0,65,8,3.1154,0.1846,0.2949,0.3077,0.6026,0.25,26,7,5,0,0,12,4,19,2,0,16,6,2.6316,0.4375,0.4737,0.75,1.2237,0.5385,13,13,0,0,0,0,0,1,6,2,0,4,0,3.0,0.0,0.3333,0.0,0.3333,0.0,13,4,1,0,0,5,11,36,6,0,29,1,3.3889,0.1379,0.2778,0.1724,0.4502,0.2105,13,1,1,0,0,2,1,5,2,0,3,0,4.0,0.3333,0.6,0.6667,1.2667,0.5,3,3,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,2,9,1,0,8,0,3.0,0.125,0.2222,0.125,0.3472,0.1667,3,0,0,0,0,0,0,2,1,0,1,0,3.5,0.0,0.5,0.0,0.5,0.0,3475,4925,1100,575,25,25,1975,725,21225,0.2234,0.3063,0.401,0.7073,0.313,7475,21425,4750,2300,125,75,9500,3300,99050,0.2217,0.2999,0.4434,0.7433,0.2869,5025,6600,1500,875,25,100,2975,2325,0,0.2273,0.3158,0.4508,0.7666,0.2968,10950,26350,5850,2875,150,100,11475,4025,120275,0.222,0.3011,0.4355,0.7366,0.2919
f4298a1737da0d2fc0180b613f12a807,https://cards.theshow.com/mlb25/f4298a1737da0d2fc0180b613f12a807-baked.webp,Nolan Arenado,Gold,Cardinals,STL,81,3B,33,R,R,215 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,66,74,57,62,88,61,76,45,25,94,0,87,63,82,81,0,22,3,10,81,2025,571448,0,current,05/17/2025,81,Gold,Gold,0,42,42,13,3,0,0,16,4,51,6,0,45,5,2.5098,0.2889,0.3725,0.3556,0.7281,0.3171,42,26,7,0,4,45,16,130,11,2,116,13,2.8538,0.2241,0.3,0.3879,0.6879,0.2268,42,22,10,0,0,32,3,46,7,1,38,9,2.8913,0.5789,0.6522,0.8421,1.4943,0.6286,18,18,5,1,0,0,6,3,23,1,0,22,0,2.1739,0.2273,0.2609,0.2727,0.5336,0.2632,18,10,1,0,2,17,10,54,3,1,49,7,2.8519,0.2041,0.2593,0.3469,0.6062,0.2105,18,6,2,0,0,8,2,17,0,0,17,3,2.5294,0.3529,0.3529,0.4706,0.8235,0.4,7,7,1,1,0,0,2,2,14,1,0,13,0,2.5,0.0769,0.1429,0.1538,0.2967,0.0909,7,2,0,0,1,5,3,16,0,1,14,4,2.625,0.1429,0.1875,0.3571,0.5446,0.0909,7,1,1,0,0,2,0,6,0,0,6,1,3.1667,0.1667,0.1667,0.3333,0.5,0.1667,19825,39575,11750,4275,200,450,22300,7250,165125,0.2969,0.3646,0.5635,0.9281,0.2919,40250,120575,33900,9450,800,1450,60250,21050,490350,0.2812,0.3338,0.4997,0.8335,0.2912,29550,39575,12275,5725,375,1900,22550,18750,0,0.3102,0.3862,0.5698,0.956,0.308,60075,160150,45650,13725,1000,1900,82550,28300,655475,0.285,0.3415,0.5155,0.857,0.2914
a20f28ad3ece615ce75ec4249ffef424,https://cards.theshow.com/mlb25/a20f28ad3ece615ce75ec4249ffef424-baked.webp,Nolan Jones,Bronze,Guardians,CLE,69,LF,26,L,R,195 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,51,56,48,44,44,92,60,37,30,81,0,54,99,85,33,0,67,51,68,69,2025,666134,0,current,05/17/2025,69,Bronze,Bronze,0,40,40,0,0,0,0,0,7,14,3,0,10,0,4.0,0.0,0.2308,0.0,0.2308,0.0,40,18,6,0,2,30,29,105,12,0,93,7,3.381,0.1935,0.2857,0.3226,0.6083,0.2581,40,9,6,0,0,15,2,23,4,0,18,1,2.913,0.5,0.5909,0.8333,1.4242,0.5625,18,18,0,0,0,0,0,3,5,0,0,4,0,3.6,0.0,0.0,0.0,0.0,0.0,18,8,2,0,2,16,14,48,5,0,43,5,3.2292,0.186,0.2708,0.3721,0.6429,0.2222,18,2,2,0,0,4,1,8,1,0,6,0,1.875,0.3333,0.4286,0.6667,1.0952,0.4,6,6,0,0,0,0,0,1,1,0,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,6,4,0,0,0,4,4,14,0,0,14,1,3.2857,0.2857,0.2857,0.2857,0.5714,0.4,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2950,5150,1350,500,25,0,2100,575,23775,0.2621,0.3304,0.4078,0.7382,0.3538,4800,12575,3350,1925,75,100,5725,2000,64500,0.2664,0.3646,0.4553,0.8199,0.3774,3525,4450,1425,750,50,100,2475,2075,0,0.3202,0.4159,0.5562,0.9721,0.405,7750,17725,4700,2425,100,100,7825,2575,88275,0.2652,0.355,0.4415,0.7965,0.3705
e05ada5cfb652fec8f14335270bf3785,https://cards.theshow.com/mlb25/e05ada5cfb652fec8f14335270bf3785-baked.webp,Oneil Cruz,Gold,Pirates,PIT,82,CF,26,L,R,240 lbs,"6'7""",True,0,0,0,0,0,0,0,10,10,51,81,64,70,48,75,70,35,25,82,0,72,99,35,91,0,80,83,65,82,2025,665833,0,current,05/17/2025,82,Gold,Gold,0,39,39,5,2,0,1,10,20,52,8,1,43,1,3.1154,0.1163,0.2692,0.2326,0.5018,0.1818,39,26,3,0,7,50,31,113,18,1,92,17,3.3894,0.2826,0.3982,0.5435,0.9417,0.3393,39,12,5,0,0,17,8,33,7,0,26,2,3.1818,0.4615,0.5758,0.6538,1.2296,0.6667,15,15,1,1,0,0,2,12,24,6,0,18,0,3.9167,0.0556,0.2917,0.1111,0.4028,0.1667,15,8,1,0,1,12,13,38,6,1,31,4,3.5789,0.2581,0.3947,0.3871,0.7818,0.4118,15,5,2,0,0,7,3,11,1,0,10,2,2.6364,0.5,0.5455,0.7,1.2455,0.7143,3,3,0,0,0,0,0,3,3,0,0,3,0,3.6667,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3,7,1,0,6,0,3.4286,0.0,0.1429,0.0,0.1429,0.0,3,0,0,0,0,0,1,1,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,4225,6325,1275,450,50,75,2350,825,27200,0.2016,0.2572,0.3715,0.6287,0.3066,5825,16500,4425,1700,50,75,7900,2600,73975,0.2682,0.337,0.4788,0.8158,0.3452,4150,5625,1500,625,25,150,2550,2250,0,0.2667,0.3346,0.4533,0.7879,0.3731,10050,22825,5700,2150,100,150,10250,3425,101175,0.2497,0.3152,0.4491,0.7643,0.3357
cbe2e7df239bfa2553a76602e151997f,https://cards.theshow.com/mlb25/cbe2e7df239bfa2553a76602e151997f-baked.webp,Omar Narváez,Common,Free Agents,FA,63,C,33,L,R,220 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,38,47,36,40,65,68,70,44,29,75,0,48,44,51,69,66,2,0,0,63,2025,553882,0,current,05/17/2025,63,Common,Common,0,4,4,0,0,0,0,0,1,3,0,0,3,0,3.3333,0.0,0.0,0.0,0.0,0.0,4,2,0,0,0,2,0,7,2,0,4,3,3.4286,0.5,0.5714,0.5,1.0714,0.4,4,1,0,0,0,1,1,5,2,0,3,2,4.4,0.3333,0.6,0.3333,0.9333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6825,8150,1700,1350,150,50,2300,700,40225,0.2086,0.3299,0.2822,0.6121,0.2623,15950,42250,10975,4650,325,325,16525,4375,188775,0.2598,0.3354,0.3911,0.7265,0.3002,9225,11100,2850,1725,100,375,3800,3500,0,0.2568,0.3515,0.3423,0.6938,0.3011,22775,50400,12675,6000,475,375,18825,5075,229000,0.2515,0.3345,0.3735,0.708,0.2942
7d545ad9367ccb8a80c94a953314ae71,https://cards.theshow.com/mlb25/7d545ad9367ccb8a80c94a953314ae71-baked.webp,Nolan Schanuel,Bronze,Angels,LAA,72,1B,23,L,R,220 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,56,70,44,51,80,78,61,21,18,79,0,59,39,50,60,0,40,30,25,72,2025,694384,0,current,05/17/2025,72,Bronze,Bronze,0,42,42,7,1,0,0,8,3,34,3,0,30,3,2.9118,0.2333,0.2941,0.2667,0.5608,0.25,42,32,6,1,2,46,20,135,16,1,117,10,2.9259,0.2735,0.3657,0.3932,0.7588,0.3158,42,16,7,1,0,25,2,31,7,0,23,6,3.0968,0.6957,0.7667,1.087,1.8536,0.7619,17,17,4,1,0,0,5,0,14,1,0,13,1,3.0,0.3077,0.3571,0.3846,0.7418,0.3077,17,13,2,0,0,15,7,56,8,0,47,4,3.125,0.2766,0.3818,0.3191,0.701,0.325,17,6,3,0,0,9,1,14,5,0,8,2,3.5,0.75,0.8462,1.125,1.9712,0.8571,6,6,2,0,0,0,2,0,8,1,0,7,0,3.625,0.2857,0.375,0.2857,0.6607,0.2857,6,6,1,0,0,7,3,19,3,0,16,4,3.3158,0.375,0.4737,0.4375,0.9112,0.4615,6,2,1,0,0,3,1,5,2,0,3,1,4.0,0.6667,0.8,1.0,1.8,1.0,2200,3550,850,550,50,50,1200,475,16775,0.2394,0.3452,0.338,0.6832,0.2844,4275,12150,3150,1650,250,125,4400,1025,55375,0.2593,0.3563,0.3621,0.7184,0.2949,2850,3425,875,725,100,175,1000,1125,0,0.2555,0.3842,0.292,0.6762,0.281,6475,15700,4000,2200,300,175,5600,1500,72150,0.2548,0.3537,0.3567,0.7104,0.2926
f41f44caa960c51d28fa218af3f05e30,https://cards.theshow.com/mlb25/f41f44caa960c51d28fa218af3f05e30-baked.webp,Oliver Dunn,Bronze,Brewers,MIL,65,2B,27,L,R,198 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,47,52,32,36,43,44,30,34,27,65,0,72,75,68,71,0,85,32,42,65,2025,686554,0,current,05/17/2025,65,Bronze,Bronze,0,14,14,0,0,0,0,0,1,6,0,0,5,1,2.1667,0.0,0.0,0.0,0.0,0.0,14,6,2,0,0,8,10,35,2,0,31,5,3.0857,0.1935,0.2353,0.2581,0.4934,0.2727,14,3,2,0,0,5,0,8,1,0,6,4,2.625,0.5,0.5714,0.8333,1.4048,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,150,150,25,0,25,0,25,25,600,0.1667,0.2857,0.1667,0.4524,0.5,900,2225,500,150,25,0,725,150,9850,0.2247,0.2812,0.3258,0.607,0.3654,525,600,100,25,25,0,100,125,0,0.1667,0.2308,0.1667,0.3975,0.3333,1050,2375,525,150,50,0,750,175,10450,0.2211,0.2816,0.3158,0.5974,0.3704
82a52993019f584ff74af40a20f9546c,https://cards.theshow.com/mlb25/82a52993019f584ff74af40a20f9546c-baked.webp,Orlando Arcia,Bronze,Braves,ATL,71,SS,30,R,R,187 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,54,58,44,55,69,52,46,45,42,95,0,73,69,83,70,0,27,6,3,71,2025,606115,0,current,05/17/2025,71,Bronze,Bronze,0,13,13,1,1,0,0,2,1,7,0,0,7,0,0.7143,0.1429,0.1429,0.2857,0.4286,0.1667,13,5,0,0,0,5,7,25,1,0,24,1,3.08,0.2083,0.24,0.2083,0.4483,0.2941,13,3,1,0,0,4,0,7,0,0,7,1,1.4286,0.4286,0.4286,0.5714,1.0,0.4286,3,3,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10650,18025,4375,2050,25,150,6800,1825,80050,0.2427,0.3185,0.3773,0.6958,0.2855,21475,58250,14050,3725,250,450,21750,6525,235600,0.2412,0.2876,0.3734,0.661,0.2796,14300,18275,4600,1950,100,600,6350,5825,0,0.2517,0.3178,0.3475,0.6653,0.2984,32125,76275,18425,5775,275,600,28550,8350,315650,0.2416,0.2951,0.3743,0.6694,0.281
